timestamp,testName,stepName,url,LCP_ms,INP_ms,CLS,TTFB_ms,FCP_ms,TTI_ms,TBT_ms,documentCompleteTime_ms,pageLoadTime_ms,requestCount,totalPageSizeMB,dnsLookupTime_ms,FPS
2026-05-26T15:32:32.688Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,316,80,0.2881,47.1,316,901.4,N/A,2965.2,2973.4,0,0,0,60
2026-05-26T15:32:35.974Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,284,N/A,0.1216,112.7,284,547.2,N/A,1182.6,1183,0,0,0,60
2026-05-26T15:32:37.668Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,284,136,0.1216,112.7,284,547.2,N/A,1182.6,1183,0,0,0,60
2026-05-26T15:32:40.281Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,356,N/A,0.0903,40.9,356,453.4,N/A,1319.9,1323.4,0,0,0,60
2026-05-26T15:32:43.477Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,280,N/A,0.0074,34.5,280,334.6,N/A,1558.2,1559.7,0,0,0,60
2026-05-26T15:32:51.988Z,Step 6: Perforce Software Popup Tab,Perforce Software Popup Tab,https://www.perforce.com/,260,N/A,0,0.1,260,944.6,N/A,3713.7,3733.6,0,0,0,60
2026-05-26T15:33:00.623Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,368,72,0.2881,33.8,368,978.7,N/A,2951.7,2962.4,0,0,0,60
2026-05-26T15:33:03.933Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,252,N/A,0.1216,42.9,252,489.6,N/A,1184.7,1185.1,0,0,0,60
2026-05-26T15:33:06.261Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,252,352,0.1216,42.9,252,489.6,N/A,1184.7,1185.1,0,0,0,60
2026-05-26T15:33:09.084Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,340,N/A,0.0903,37.4,340,387.1,N/A,1555.7,1561.5,0,0,0,60
2026-05-26T15:33:11.754Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,180,N/A,0.0074,35.6,180,285.9,N/A,1326.7,1329.5,0,0,0,60
2026-05-26T15:33:19.412Z,Step 6: Perforce Software Popup Tab,Perforce Software Popup Tab,https://www.perforce.com/,580,N/A,0.0492,9.6,580,697,N/A,3545.9,3573.5,0,0,0,60
2026-05-26T15:33:26.372Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,376,56,0.2881,75.1,376,954.8,N/A,2974.4,2984.9,0,0,0,60
2026-05-26T15:33:29.594Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,452,N/A,0.0095,44.3,452,417.5,N/A,1111.7,1112,0,0,0,60
2026-05-26T15:33:31.320Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,452,224,0.0095,44.3,452,417.5,N/A,1111.7,1112,0,0,0,60
2026-05-26T15:33:33.538Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,316,N/A,0.0903,64.4,316,550.9,N/A,988.9,989.8,0,0,0,60
2026-05-26T15:33:36.309Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,284,N/A,0.083,70.6,284,384.1,N/A,1419.1,1421.7,0,0,0,60
2026-05-26T15:33:44.201Z,Step 6: Perforce Software Popup Tab,Perforce Software Popup Tab,https://www.perforce.com/,96,N/A,0,N/A,96,338.3,N/A,3407.6,3433.5,0,0,0,60
2026-05-26T15:33:51.306Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,352,88,0.2881,67.8,352,965.7,N/A,2999.7,3021.5,0,0,0,60
2026-05-26T15:33:54.599Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,224,N/A,0.1474,39.2,224,464.6,N/A,1106.3,1106.7,0,0,0,60
2026-05-26T15:33:56.387Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,224,192,0.1474,39.2,224,464.6,N/A,1106.3,1106.7,0,0,0,60
2026-05-26T15:33:58.665Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,292,N/A,0.0903,38.7,292,407.7,N/A,1033.1,1035.1,0,0,0,60
2026-05-26T15:34:01.376Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,196,N/A,0.0077,43.7,196,312,N/A,1409.7,1411.5,0,0,0,60
2026-05-26T15:34:09.160Z,Step 6: Perforce Software Popup Tab,Perforce Software Popup Tab,https://www.perforce.com/,192,N/A,0,N/A,192,299.5,N/A,3223.7,3253.1,0,0,0,60
2026-05-26T15:34:16.219Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,192,72,0.2881,47.9,192,919.7,N/A,2992.4,3010.4,0,0,0,60
2026-05-26T15:34:19.352Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,276,N/A,0.1216,33.9,276,491.1,N/A,1119.7,1120,0,0,0,60
2026-05-26T15:34:21.071Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,276,144,0.1216,33.9,276,491.1,N/A,1119.7,1120,0,0,0,60
2026-05-26T15:34:23.908Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,332,N/A,0.0903,41.8,332,399.7,N/A,1604.4,1609.7,0,0,0,60
2026-05-26T15:34:26.752Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,140,N/A,0.0077,49,140,304.3,N/A,1503.5,1505,0,0,0,60
2026-05-26T15:34:34.381Z,Step 6: Perforce Software Popup Tab,Perforce Software Popup Tab,https://www.perforce.com/,204,N/A,0,0.1,204,349,N/A,3094.3,3114.9,0,0,0,60
2026-05-26T15:34:41.364Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,332,48,0.2881,35.7,332,912.4,N/A,3032.1,3051,0,0,0,60
2026-05-26T15:34:44.594Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,248,N/A,0.1216,35.7,248,471.3,N/A,1113.1,1113.4,0,0,0,60
2026-05-26T15:34:46.313Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,248,192,0.1216,35.7,248,471.3,N/A,1113.1,1113.4,0,0,0,60
2026-05-26T15:34:48.547Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,276,N/A,0.0903,32.3,276,391.6,N/A,1002.3,1005,0,0,0,60
2026-05-26T15:34:51.131Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,200,N/A,0.0077,33.7,200,283.9,N/A,1266.1,1267.6,0,0,0,60
