timestamp,testName,stepName,url,LCP_ms,INP_ms,CLS,TTFB_ms,FCP_ms,TTI_ms,TBT_ms,documentCompleteTime_ms,pageLoadTime_ms,requestCount,totalPageSizeMB,dnsLookupTime_ms,FPS
2026-05-26T15:34:19.337Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,280,32,0.2881,39.6,280,762.7,N/A,2527.2,2551.9,0,0,0,60
2026-05-26T15:34:22.175Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,248,N/A,0.1216,36.7,248,410.2,N/A,947.4,947.7,0,0,0,60
2026-05-26T15:34:23.745Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,248,160,0.1216,36.7,248,410.2,N/A,947.4,947.7,0,0,0,60
2026-05-26T15:34:26.429Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,272,N/A,0.0903,37.6,272,338.8,N/A,1486.3,1491.4,0,0,0,60
2026-05-26T15:34:28.900Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,212,N/A,0.0077,47.3,212,276.8,N/A,1178.6,1179.6,0,0,0,60
2026-05-26T15:34:36.035Z,Step 6: Perforce Software Popup Tab,Perforce Software Popup Tab,https://www.perforce.com/,188,N/A,0,N/A,188,276.1,N/A,2789.4,2806.9,0,0,0,60
2026-05-26T15:34:41.954Z,Step 1: Main Landing Page,Main Landing Page,https://www.perforce.com/,304,32,0.2881,31.2,304,766.8,N/A,2555.1,2578.8,0,0,0,60
2026-05-26T15:34:44.830Z,Step 2: Browse Products,Browse Products,https://www.perforce.com/products,212,N/A,0.1216,32.6,212,371.2,N/A,988.3,988.5,0,0,0,60
2026-05-26T15:34:46.340Z,Step 3: Digital IP Management,Digital IP Management,https://www.perforce.com/products#p-20457,212,56,0.1216,32.6,212,371.2,N/A,988.3,988.5,0,0,0,60
2026-05-26T15:34:48.448Z,Step 4: Explore IPLM,Explore IPLM,https://www.perforce.com/products/helix-iplm,260,N/A,0.0903,32,260,335.1,N/A,894.9,896.5,0,0,0,60
2026-05-26T15:34:50.413Z,Step 5: What’s New,What’s New,https://www.perforce.com/products/helix-iplm/whats-new,188,N/A,0.0074,30.8,188,248.7,N/A,678.1,678.3,0,0,0,60
